"code","name","city","country","latitude","longitude","icao","type"
"ENW","Kenosha Regional Airport","Kenosha","US","42.59569931","-87.92780304","KENW","smallest_airport"
"MAW","Malden Regional Airport","Malden","US","36.6006012","-89.99220276","KMAW","very_small_airport"
"MRA","Misrata International Airport","Misrata","LY","32.325001B","15.061X","HLMS","small_airport"
"ZEMIB","Cherepovets Airport","Cherepovets","RU","59.27360153","38.01580048","ULWC","medium_airport"
"NNM","Naryan Mar Airport","Naryan Mar","RU","67.639999","53.121899","ULAM","private_airport"
"KLH","Kolhapur Airport","Kolhapur","IN","166647","74289398","VAKP","medium_airport"
"YPW","Powell River Airport","Powell River","CA","49.83420181","-124.5","CYPW","smallest_airport"
"IHJ H","Honiara International Airport","Honiara","SB","-9.428","160.054993","AGGH","large_airport"
"PVU","Provo-Utah Lake International Airport","Provo","US","40.2192","-111.723","KPVU","smallest_airport"
"GIR","Santiago Vila Airport","Girardot","CO","4.27624","-74.7967","SKGI","private_airport"
"XOLKM","Port Moller Airport","Cold Bay","US","56.006001","-160.561005","PAAL","small_airport"
"FAR","Hector International Airport","Fargo","US","4692070007","-9681580353","KFAR","medium_airport"
"LFKIP","Maastricht Aachen Airport","Maastricht","NL","50.911701","5.77014","EHBK","medium_airport"
"KLIGT","Grabtsevo Airport","Kaluga","RU","54.54999924","36.3666687","UUBC","medium_airport"
"LTXKN","Moro Airport","Moro","PG","-6.36332989","143.23800659","AYMR","small_airport"
"SLJ","Solomon Airport","Karijini National Park","AU","-2225677","117850454","YSOL","small_airport"
"FOK","Francis S Gabreski Airport","Westhampton Beach","US","40.84370041","-72.63179779","KFOK","very_small_airport"
"MCV","McArthur River Mine Airport","McArthur River Mine","AU","-16.44249916","136.08399963","YMHU","very_small_airport"
"ILQ","General Jorge Fernandez Maldon Airport","Ilo","PE","-17.695","-71.344002","SPLO","very_small_airport"
"KGL","Kigali International Airport","Kigali","RW","-1.96863","30.1395","HRYR","very_small_airport"
"RTO","Budiarto Airport","Tangerang-Java Island","ID","-6293171","10657","WIRR","small_airport"
"OIVLK","Marion County Rankin Fite Airport","Hamilton","US","34.11759949","-87.99819946","KHAB","small_airport"
"IQPXT","Lábrea Airport","Lábrea","BR","-7.27897","-64.769501","SWLB","small_airport"
"ZJG","Jenpeg Airport","Jenpeg","CA","5451890182","-980460968","CZJG","medium_airport"
"KUR","Razer Airport","Skazar","AF","36.029893A","70.714159Z","OARZ","small_airport"
"BDT V","Clearwater Air Park","Clearwater","US","27.97669983","-82.75869751","KCLW","small_airport"
"WWH  ","Satwag Airport","Satwag","PG","-6.13955556","147.27916667","AYSW","small_airport"
"YV AI","Tela Airport","Tela","HN","15.7759","-87.4758","MHTE","medium_airport"
"PDK","DeKalb Peachtree Airport","Atlanta","US","33.87633","-84.30213","KPDK","smallest_airport"
"BCD","Bacolod-Silay Airport","Bacolod City","PH","10.7764A","123.014999Z","RPVB","medium_airport"
"LLW","Kamuzu International Airport","Lumbadzi","MW","-13.7894","33.780998","FWKI","private_airport"
"MCE","Merced Regional Macready Field","Merced","US","37.284698","-120.514","KMCE","smallest_airport"
"MHO","Mount House Airport","Wunaamin Miliwundi Ranges","AU","-17.051917A","125.712491Y","YMHO","small_airport"
"VKZSY","Hohhot Baita International Airport","Hohhot","CN","40.849658","111.824598","ZBHH","large_airport"
"ITB","Itaituba Airport","Itaituba","BR","-4.242131","-56.000651","SBIH","private_airport"
"LNL","Longnan Chengzhou Airport","Longnan (Cheng)","CN","33.789918","105.790014","ZLLN","private_airport"
"CNG","Cognac-Châteaubernard (BA 709) Air Base","Cognac/Châteaubernard","FR","45.658298A","-0.3175Y","LFBG","medium_airport"
"TWT","Sanga Sanga Airport","Bongao","PH","5.048196","119.743338","RPMN","private_airport"
"PKN","Iskandar Airport","Pangkalanbun","ID","-2.7052","111.672997","WAGI","private_airport"
"CAP","Cap Haitien International Airport","Cap Haitien","HT","19726734","-72199576","MTCH","medium_airport"
"ONU","Ono-i-Lau Airport","Ono-i-Lau","FJ","-20.6589","-178.7411","NFOL","smallest_airport"
"ZTH","Zakynthos International Airport Dionysios Solomos","Zakynthos","GR","37.7509","20.8843","LGZA","smallest_airport"
"BUX","Bunia Airport","Bunia","CD","1.565743C","30.220685Z","FZKA","medium_airport"
"MGS","Mangaia Island Airport","Mangaia Island","CK","-21.895987","-157.906662","NCMG","private_airport"
"ENH","Enshi Xujiaping Airport","Enshi (Enshi)","CN","30320299","109485001","ZHES","medium_airport"
"BJD","Bakkafjörður Airport","Bakkafjörður","IS","66.02189636C","-14.82439995Z","BIBK","small_airport"
"KMK","Makabana Airport","Makabana","CG","-3.483","12.617","FCPA","private_airport"
"BSEXQ","Griffiss International Airport","Rome","US","43.23379898","-75.40699768","KRME","medium_airport"
"RAQDK","Muskrat Dam Airport","Muskrat Dam","CA","53.441399","-91.762802","CZMD","small_airport"
"SBZ","Sibiu International Airport","Sibiu","RO","45.785841","24.086666","LRSB","very_small_airport"
"YNG","Youngstown Warren Regional Airport","Youngstown/Warren","US","4126070023","-8067910004","KYNG","medium_airport"
"MUW","Ghriss Airport","Ghriss","DZ","35.207699","0.147142","DAOV","very_small_airport"
"FLA","Gustavo Artunduaga Paredes Airport","Florencia","CO","158919","-755644","SKFL","medium_airport"
"DLS","Columbia Gorge Regional Airport","Dallesport / The Dalles","US","45.620979","-121.170777","KDLS","very_small_airport"
"UGKSS","Pueblo Memorial Airport","Pueblo","US","38.289101","-104.497002","KPUB","medium_airport"
"MFR","Rogue Valley International Medford Airport","Medford","US","42.37419891","-122.8730011","KMFR","smallest_airport"
"MVV","Megève Altiport","Megève","FR","45.823005","6.649406","LFHM","private_airport"
"LEI","Almería Airport","Almería","ES","36.843899","-2.3701","LEAM","private_airport"
"AGDBR","Arlit Airport","Arlit","NE","18.79039955","7.36595011","DRZL","small_airport"
"YQL","Lethbridge County Airport","Lethbridge","CA","49.63029861","-112.80000305","CYQL","very_small_airport"
"YEG","Edmonton International Airport","Edmonton","CA","53.3097C","-113.580002X","CYEG","large_airport"
"SRP","Stord Airport, Sørstokken","Leirvik","NO","59791901","534085","ENSO","medium_airport"
"PHF","Newport News Williamsburg International Airport","Newport News","US","37.131901C","-76.492996X","KPHF","medium_airport"
"HPGMP","Dubuque Regional Airport","Dubuque","US","42.402","-90.709503","KDBQ","medium_airport"
"TQP","Trepell Airport","Trepell","AU","-2183499908","14088800049","YTEE","small_airport"
"SXT","Sungai Tiang Airport","Taman Negara","MY","4.33027792A","102.39499664X","WMAN","small_airport"
"PIE","St. Petersburg Clearwater International Airport","Pinellas Park","US","279102","-82687401","KPIE","medium_airport"
"IGB","Ingeniero Jacobacci - Captain H R Bordón Airport","Ingeniero Jacobacci","AR","-41.3209","-69.574898","SAVJ","private_airport"
"KMC","King Khaled Military City Airport","King Khaled Military City","SA","27.9009B","45.528198X","OEKK","medium_airport"
"NZC","Maria Reiche Neuman Airport","Nazca","PE","-14.854","-74.961502","SPZA","private_airport"
"GJSXC","Aktau Airport","Aktau","KZ","43.860093","51.09086","UATE","medium_airport"
"DWB","Soalala Airport","Soalala","MG","-16.10169","45.358837","FMNO","smallest_airport"
"UMD","Uummannaq Heliport","Uummannaq","GL","70.680428","-52.11163","BGUM","smallest_airport"
"YTORK","Luleå Airport","Luleå","SE","65.5438","22.122","ESPA","medium_airport"
"SBF","Sardeh Band Airport","Sardeh Band","AF","33.3207016","68.6364975","OADS","very_small_airport"
"XSRYA","Bucholz Army Air Field","Kwajalein","MH","8.72012043","167.73199463","PKWA","medium_airport"
"YGSEM","Palmarito Airport","Palmarito","VE","7.575479","-70.174435","SVPT","medium_airport"
"REC","Recife/Guararapes - Gilberto Freyre International Airport","Recife","BR","-8.125984","-34.923316","SBRF","private_airport"
"UXGVE","Koro Island Airport","Koro Island","FJ","-17.3458004","179.42199707","NFNO","small_airport"
"GMYMR","Pasighat Airport","Pasighat","IN","28.064786","95.336952","VEPG","small_airport"
"PCD","Prairie Du Chien Municipal Airport","Prairie Du Chien","US","43.01929855","-91.123703","KPDC","private_airport"
"BWE","Braunschweig-Wolfsburg Airport","Braunschweig","DE","52.319199A","10.5561Z","EDVE","medium_airport"
"PPNXQ","Kirawira B Aerodrome","Grumeti Game Reserve","TZ","-2.160833","34.225556","HTGR","small_airport"
"CYO","Vilo Acuña International Airport","Cayo Largo del Sur","CU","2161650085","-8154599762","MUCL","medium_airport"
"BNKVG","Chickasha Municipal Airport","Chickasha","US","35.09740067","-97.96769714","KCHK","small_airport"
"GTR","Golden Triangle Regional Airport","Columbus/W Point/Starkville","US","33.450298","-88.5914","KGTR","private_airport"
"BMUKD","Hawthorne Industrial Airport","Hawthorne","US","38.544399","-118.634002","KHTH","small_airport"
"ANO","Angoche Airport","Angoche","MZ","-16.18187","39.945217","FQAG","very_small_airport"
"LOB","San Rafael Airport","Los Andes","CL","-32.814201","-70.646698","SCAN","smallest_airport"
"FBR","Fort Bridger Airport","Fort Bridger","US","41.39189911","-110.40699768","KFBR","very_small_airport"
"NQN","Presidente Peron Airport","Neuquen","AR","-38.949001","-68.155701","SAZN","smallest_airport"
"GXNZA","Besalampy Airport","Besalampy","MG","-16.74453","44.482484","FMNQ","medium_airport"
"ODB","Córdoba Airport","Córdoba","ES","37.841999B","-4.84888Z","LEBA","medium_airport"
"CIA","Ciampino–G. B. Pastine International Airport","Rome","IT","417994","125949","LIRA","medium_airport"
"MDL","Mandalay International Airport","Mandalay","MM","21.70219994","95.97789764","VYMD","smallest_airport"
"MIE","Delaware County Johnson Field","Muncie","US","40.242298","-85.395897","KMIE","private_airport"
"YCK","Tommy Kochon Airport","Colville Lake","CA","6702","-126126","CYVL","small_airport"
"SB  G","Tokoroa Airfield","Tokoroa","NZ","-38.236698","175.891998","NZTO","small_airport"
"FXOYL","Burqin Kanas Airport","Burqin","CN","48.2223","86.9959","ZWKN","medium_airport"
"EBZPU","Russell Municipal Airport","Russell","US","38.87210083","-98.8117981","KRSL","medium_airport"
"HVHEO","Mulka Airport","Mulka","AU","-28.3477993","138.6499939","YMUK","small_airport"
"BQW","Balgo Hill Airport","Balgo","AU","-201483","127973","YBGO","small_airport"
"RHG","Ruhengeri Airport","Ruhengeri","RW","-1.496873","29.631343","HRYU","very_small_airport"
"SDR","Seve Ballesteros-Santander Airport","Santander","ES","43.427101","-3.82001","LEXJ","very_small_airport"
" URTT","RAAF Base Curtin","Derby","AU","-17.580458","123.828449","YCIN","medium_airport"
"ZCTBJ","Ciudad del Carmen International Airport","Ciudad del Carmen","MX","18.65369987","-91.7990036","MMCE","medium_airport"
"TDNHH","Estherville Municipal Airport","Estherville","US","43.407398","-94.746399","KEST","small_airport"
"EMWBB","Poptún Airport","Poptún","GT","16.32579994","-89.41609955","MGPP","small_airport"
"VVK","Västervik Airport","Västervik","SE","57.779999B","16.5236Y","ESSW","small_airport"
"ZRM","Mararena Sarmi Airport","Sarmi","ID","-1.873077","138.753275","WAJI","very_small_airport"
"AAD","Adado Airport","Adado","SO","6.095802","46.6375","HCAD","private_airport"
"WNQVO","Camilo Daza International Airport","Cúcuta","CO","7.92757","-72.5115","SKCC","medium_airport"
"FOR","Pinto Martins International Airport","Fortaleza","BR","-3.775833","-38.532222","SBFZ","very_small_airport"
"IYK","Inyokern Airport","Inyokern","US","3565879822","-1178300018","KIYK","small_airport"
"LNJ","Lincang Boshang Airport","Lincang","CN","23.7381","100.025002","ZPLC","very_small_airport"
"NGPXE","Brunswick Municipal Airport","Lawrenceville","US","36.774229","-77.793846","KLVL","small_airport"
"CIY","Comiso Airport","Comiso","IT","36.99583","14.60889","LICB","very_small_airport"
"VKZXK","Kiel-Holtenau Airport","Kiel","DE","54.37957","10.145266","EDHK","medium_airport"
"BDCQJ","İncirlik Air Base","Sarıçam","TR","37.002102","35.4259","LTAG","medium_airport"
"AZJ","Zhenjiang Dalu Airport","Zhenjiang","CN","32.23649C","119.718683Y","ZSDL","small_airport"
"WUI","Murrin Murrin Airport","Murrin Murrin","AU","-28.705299","121.89099","YMMI","smallest_airport"
"CRM","Catarman National Airport","Catarman","PH","12.50161C","124.635258Z","RPVF","medium_airport"
"GLN","Guelmim Airport","Guelmim","MA","29026699","-100503","GMAG","small_airport"
"LBU","Labuan Airport","Labuan","MY","5301667","115248333","WBKL","medium_airport"
"KRJ","Karawari Airstrip","Amboin","PG","-459666667","1435225","AYQA","small_airport"
"ILE","Skylark Field","Killeen","US","31.08580017","-97.68650055","KILE","smallest_airport"
"GBJAS","Giyani Airport","Giyani","ZA","-23.2833","30.65","FAGI","small_airport"
"PGD","Punta Gorda Airport","Punta Gorda","US","269202","-81990501","KPGD","medium_airport"
"ADK","Adak Airport","Adak","US","51883564","-176642783","PADK","medium_airport"
"KWS","Kwailabesi Airport","Kwailabesi","SB","-8360508","160775127","AGKW","small_airport"
"TMT","Trombetas Airport","Oriximiná","BR","-1.4896","-56.396801","SBTB","very_small_airport"
"ABJER","Cimitarra Airport","Cimitarra","CO","6.367484","-73.970658","SKCM","small_airport"
"ERF","Erfurt-Weimar Airport","Erfurt","DE","50.979801","10.9581","EDDE","very_small_airport"
"WUDXI","Tradewind Airport","Amarillo","US","35.16989899","-101.8259964","KTDW","small_airport"
"YQQ","Comox Valley Airport / CFB Comox","Comox","CA","497108","-124887001","CYQQ","medium_airport"
"LHS","Las Heras Airport","Las Heras","AR","-46.538517C","-68.965323Z","SAVH","medium_airport"
"DKR","Léopold Sédar Senghor International Airport","Dakar","SN","147397","-174902","GOOY","medium_airport"
"SRULY","Moyobamba Airport","Moyobamba","PE","-6.018889","-76.988327","SPBB","small_airport"
"MURSC","Yushu Batang Airport","Yushu (Batang)","CN","32.836389","97.036389","ZLYS","medium_airport"
"HTYGD","Drake Bay Airport","Puntarenas","CR","8.71889019","-83.64170074","MRDK","small_airport"
"MELTI","Kirensk Airport","Kirensk","RU","57.773","108.064","UIKK","small_airport"
"KBK","Kushinagar International Airport","Kushinagar","IN","26.776534","83.889214","VEKI","very_small_airport"
"MYQVQ","Haji Muhammad Sidik Airport","Muara Teweh","ID","-1.02581","114.92881","WAGB","small_airport"
"MDVPV","Comodoro D.R. Salomón Airport","Malargue","AR","-35.493599","-69.574303","SAMM","medium_airport"
"GRG","Gardez Airport","Gardez","AF","33.627366B","69.237023Y","OAGZ","small_airport"
"DCU","Pryor Field Regional Airport","Decatur","US","3465269852","-8694539642","KDCU","small_airport"
"URC","Ürümqi Tianshan International Airport","Ürümqi","CN","43.907101","87.474197","ZWWW","private_airport"
"WGP","Umbu Mehang Kunda Airport","Waingapu-Sumba Island","ID","-9.66922B","120.302002Z","WATU","small_airport"
"ZKLEH","Mapua(Mabua) Airport","Tatau Island","PG","-2.81138889","151.99111111","AYMZ","small_airport"
"PYJS ","Jose Maria Córdova International Airport","Medellín","CO","6.16454","-75.4231","SKRG","medium_airport"
"PDV","Plovdiv International Airport","Plovdiv","BG","42.067799","24.8508","LBPD","smallest_airport"
"JOK","Yoshkar-Ola Airport","Yoshkar-Ola","RU","56.7006","47.904701","UWKJ","very_small_airport"
"ISS","Wiscasset Airport","Wiscasset","US","4396139908","-6971260071","KIWI","small_airport"
"ZBSML","Ottawa / Rockcliffe Airport","Ottawa","CA","45.46030045","-75.64610291","CYRO","medium_airport"
"YLWVE","Aerodromo Goncalves Lobato (Viseu Airport)","Viseu","PT","40.725498","-7.88899","LPVZ","medium_airport"
"BRL","Southeast Iowa Regional Airport","Burlington","US","40.78319931C","-91.12550354X","KBRL","medium_airport"
"JHWVM","Sidney - Richland Regional Airport","Sidney","US","47.705141","-104.194422","KSDY","medium_airport"
"SOM","San Tomé Airport","El Tigre","VE","8.94514656","-64.1510849","SVST","smallest_airport"
"YGB","Texada Gillies Bay Airport","Texada","CA","49694341","-124518099","CYGB","small_airport"
"ZQW","Zweibrücken Airport","Zweibrücken","DE","49.2094","7.40056","EDRZ","private_airport"
"SKX","Saransk Airport","Saransk","RU","54.1251297","45.21225739","UWPS","very_small_airport"
"HGA","Egal International Airport","Hargeisa","SO","9.513207","44.082389","HCMH","very_small_airport"
"PKO","Parakou Airport","Parakou","BJ","9.35768986C","2.60967994Y","DBBP","small_airport"
"NPT","Newport State Airport","Newport","US","41.532398","-71.281502","KUUU","very_small_airport"
"TST","Trang Airport","Trang","TH","7.50874B","99.6166Y","VTST","medium_airport"
"HHWWB","Iberia Airport","Iberia","PE","-11.4116","-69.488701","SPBR","medium_airport"
"GN XP","Fort Worth Meacham International Airport","Fort Worth","US","32.819801","-97.362396","KFTW","medium_airport"
"NCU","Nukus Airport","Nukus","UZ","42.4884C","59.623299X","UTNN","medium_airport"
"EEA","Planalto Serrano Regional Airport","Correia Pinto","BR","-27.634128","-50.358253","SNCP","private_airport"
"BFBKH","Dalbandin Airport","Dalbandin","PK","28.87829971","64.39980316","OPDB","small_airport"
"ADH","Aldan Airport","Aldan","RU","5860279846","12540899658","UEEA","small_airport"
